ECNumber	EnzymeType	Organism	Smiles	Substrate	UniprotID	Value	Unit
1.2.1.44	wildtype	Populus tomentosa	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C=CC4=CC(=C(C=C4)O)O)O	caffeoyl-CoA		1.15	s^(-1)
1.2.1.44	wildtype	Selaginella moellendorffii	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C=CC4=CC(=C(C=C4)O)O)O	caffeoyl-CoA		2.2	s^(-1)
1.2.1.44	wildtype	Leucaena leucocephala	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C=CC4=CC(=C(C=C4)O)O)O	caffeoyl-CoA		2400.0	s^(-1)
1.2.1.44	wildtype	Oryza sativa Japonica Group	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C=CC4=CC(=C(C(=C4)OC)O)OC)O	sinapoyl-CoA		9.17	s^(-1)
1.2.1.44	wildtype	Selaginella moellendorffii	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C=CC4=CC(=C(C(=C4)OC)O)OC)O	sinapoyl-CoA		5.2	s^(-1)
1.2.1.44	wildtype	Populus tomentosa	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C=CC4=CC(=C(C(=C4)OC)O)OC)O	sinapoyl-CoA		1.56	s^(-1)
1.2.1.44	wildtype	Petunia x hybrida	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C=CC4=CC(=C(C(=C4)OC)O)OC)O	sinapoyl-CoA		12.6	s^(-1)
1.2.1.44	wildtype	Leucaena leucocephala	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C=CC4=CC(=C(C(=C4)OC)O)OC)O	sinapoyl-CoA		2300.0	s^(-1)
1.2.1.44	wildtype	Leucaena leucocephala	COC1=C(C=CC(=C1)C=CC=O)O	coniferaldehyde		7500.0	s^(-1)
1.2.1.44	wildtype	Leucaena leucocephala	COC1=CC(=CC(=C1O)OC)C=CC=O	sinapaldehyde		5300.0	s^(-1)
1.2.1.44	wildtype	Leucaena leucocephala	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C=CC4=CC=C(C=C4)O)O	coumaroyl-CoA		1700.0	s^(-1)
2.3.1.197	wildtype	Aneurinibacillus thermoaerophilus	CC1C(C(C(C(O1)OP(=O)(O)OP(=O)(O)OCC2C(CC(O2)N3C=C(C(=O)NC3=O)C)O)O)N)O	dTDP-3-amino-3,6-dideoxy-alpha-D-galactopyranose		3.4	s^(-1)
5.4.99.64	wildtype	Aquincola tertiaricarbonis	CC(C)CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O	isovaleryl-CoA		0.04	s^(-1)
5.4.99.64	D117V	Aquincola tertiaricarbonis	CC(C)CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O	isovaleryl-CoA		0.062	s^(-1)
5.4.99.64	wildtype	Aquincola tertiaricarbonis	CCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O	butanoyl-CoA		0.0099	s^(-1)
5.4.99.64	I90A	Aquincola tertiaricarbonis	CC(CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)O	(R)-3-hydroxybutanoyl-CoA		0.012	s^(-1)
5.4.99.64	I90L	Aquincola tertiaricarbonis	CC(CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)O	(R)-3-hydroxybutanoyl-CoA		0.0052	s^(-1)
5.4.99.64	I90V	Aquincola tertiaricarbonis	CC(CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)O	(R)-3-hydroxybutanoyl-CoA		0.019	s^(-1)
5.4.99.64	D117V	Aquincola tertiaricarbonis	CC(CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)O	(R)-3-hydroxybutanoyl-CoA		2.6	s^(-1)
5.4.99.64	wildtype	Aquincola tertiaricarbonis	CC(CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)O	(R)-3-hydroxybutanoyl-CoA		1.56	s^(-1)
5.4.99.64	D117A	Aquincola tertiaricarbonis	CC(CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)O	(R)-3-hydroxybutanoyl-CoA		3.7	s^(-1)
5.4.99.64	wildtype	Kyrpidia tusciae DSM 2912	CC(CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)O	(R)-3-hydroxybutanoyl-CoA		56.7	s^(-1)
5.4.99.64	wildtype	Aquincola tertiaricarbonis	CC(C)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O	isobutanoyl-CoA		0.0018	s^(-1)
5.4.99.64	I90V	Aquincola tertiaricarbonis	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C(C)(C)O)O	2-hydroxyisobutanoyl-CoA		0.012	s^(-1)
5.4.99.64	I90L	Aquincola tertiaricarbonis	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C(C)(C)O)O	2-hydroxyisobutanoyl-CoA		0.013	s^(-1)
5.4.99.64	I90A	Aquincola tertiaricarbonis	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C(C)(C)O)O	2-hydroxyisobutanoyl-CoA		0.082	s^(-1)
5.4.99.64	wildtype	Aquincola tertiaricarbonis	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C(C)(C)O)O	2-hydroxyisobutanoyl-CoA		0.48	s^(-1)
5.4.99.64	D117V	Aquincola tertiaricarbonis	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C(C)(C)O)O	2-hydroxyisobutanoyl-CoA		0.727	s^(-1)
5.4.99.64	D117A	Aquincola tertiaricarbonis	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C(C)(C)O)O	2-hydroxyisobutanoyl-CoA		1.053	s^(-1)
5.4.99.64	I90V	Aquincola tertiaricarbonis	CC(C)(C)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O	2,2-dimethylpropanoyl-CoA		0.017	s^(-1)
5.4.99.64	wildtype	Aquincola tertiaricarbonis	CC(C)(C)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O	2,2-dimethylpropanoyl-CoA		0.043	s^(-1)
5.4.99.64	I90A	Aquincola tertiaricarbonis	CC(C)(C)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O	2,2-dimethylpropanoyl-CoA		0.057	s^(-1)
5.4.99.64	D117V	Aquincola tertiaricarbonis	CC(C)(C)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O	2,2-dimethylpropanoyl-CoA		3.2	s^(-1)
5.4.99.64	wildtype	Kyrpidia tusciae DSM 2912	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C(C)(C)O)O	2-hydroxyisobutanoyl-CoA		40.0	s^(-1)
3.5.1.86	F433L	Pseudomonas putida	C1=CC=C(C=C1)C(C(=O)N)O	(S)-mandelamide		777.8	s^(-1)
3.5.1.86	F433W	Pseudomonas putida	C1=CC=C(C=C1)C(C(=O)N)O	(S)-mandelamide		2093.0	s^(-1)
3.5.1.86	F150W	Pseudomonas putida	C1=CC=C(C=C1)C(C(=O)N)O	(S)-mandelamide		4778.0	s^(-1)
3.5.1.86	wildtype	Pseudomonas putida	C1=CC=C(C=C1)C(C(=O)N)O	(S)-mandelamide		8333.0	s^(-1)
1.2.1.11	Q350N	Escherichia coli	C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N	NAD+		35.1	s^(-1)
1.2.1.11	H171A/Q350N	Escherichia coli	C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N	NAD+		53.3	s^(-1)
1.2.1.11	wildtype	Escherichia coli	C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N	NADP+		1124.9	s^(-1)
1.2.1.11	H171A/Q350N	Escherichia coli	C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N	NADP+		5135.9	s^(-1)
1.2.1.11	Q350N	Escherichia coli	C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N	NADP+		9612.8	s^(-1)
1.2.1.11	wildtype	Salmonella enterica	[O-]P(=O)([O-])[O-]	phosphate		265.0	s^(-1)
1.2.1.11	wildtype	Salmonella enterica	C(C=O)C(C(=O)[O-])[NH3+]	L-aspartate 4-semialdehyde		236.0	s^(-1)
4.1.1.100	wildtype	Planktothrix agardhii	C1=CC(C=CC1O)(CC(=O)C(=O)O)C(=O)O	prephenate		24.0	s^(-1)
4.1.1.100	wildtype	Bacillus subtilis	C1=CC(C=CC1O)(CC(=O)C(=O)O)C(=O)O	prephenate		45.2	s^(-1)
1.14.13.195	wildtype	Aspergillus fumigatus	C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O	NADPH		84.3	s^(-1)
1.14.13.195	S469A	Aspergillus fumigatus	C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O	NADPH		6.0	s^(-1)
1.14.13.195	N293A	Aspergillus fumigatus	C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O	NADPH		15.0	s^(-1)
1.14.13.195	S257A	Aspergillus fumigatus	C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O	NADPH		40.0	s^(-1)
1.14.13.195	N323A	Aspergillus fumigatus	C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O	NADPH		110.0	s^(-1)
1.14.13.195	wildtype	Aspergillus fumigatus	C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O	NADH		10.0	s^(-1)
1.14.13.195	S469A	Aspergillus fumigatus	C(CC(C(=O)O)N)CN	D-ornithine		0.006	s^(-1)
1.14.13.195	N293A	Aspergillus fumigatus	C(CC(C(=O)O)N)CN	D-ornithine		0.033	s^(-1)
1.14.13.195	N323A	Aspergillus fumigatus	C(CC(C(=O)O)N)CN	D-ornithine		0.042	s^(-1)
1.14.13.195	wildtype	Aspergillus fumigatus	C(CC(C(=O)O)N)CN	D-ornithine		0.62	s^(-1)
1.14.13.195	wildtype	Saccharopolyspora erythraea	C(CC(C(=O)O)N)CN	D-ornithine		1.14	s^(-1)
6.1.1.3	wildtype	Mycoplasma capricolum	C(C(C(=O)O)N)O	L-serine		0.00122	s^(-1)
6.1.1.3	wildtype	Saccharomyces cerevisiae	C(C(C(=O)O)N)O	L-serine		0.016	s^(-1)
6.1.1.3	wildtype	Mesomycoplasma mobile	CC(C(C(=O)O)N)O	D-threonine		0.49	s^(-1)
6.1.1.3	wildtype	Mycoplasma capricolum	CC(C(C(=O)O)N)O	D-threonine		1.86	s^(-1)
6.1.1.3	wildtype	Saccharomyces cerevisiae	CC(C(C(=O)O)N)O	D-threonine		11.18	s^(-1)
2.7.2.8	wildtype	Synechococcus elongatus	CC(=O)NC(CCC(=O)O)C(=O)O	N-acetyl-L-glutamate		13.0	s^(-1)
2.7.2.8	wildtype	Arabidopsis thaliana	CC(=O)NC(CCC(=O)O)C(=O)O	N-acetyl-L-glutamate		220.0	s^(-1)
2.7.1.119	wildtype	Streptomyces hygroscopicus	CNC1CC(C(C(C1O)OC2C3C(C(C(O2)CO)O)OC4(O3)C(C(C(C(O4)C(CO)N)O)O)O)O)N	hygromycin B		383.0	s^(-1)
3.6.1.6	wildtype	Glycine max	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N	ADP		3.02	s^(-1)
3.6.1.6	wildtype	Staphylococcus aureus	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N	ADP		4.31	s^(-1)
3.6.1.6	wildtype	Toxoplasma gondii	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N	ADP		204.0	s^(-1)
3.6.1.6	R492G/E493G	Toxoplasma gondii	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N	ADP		254.0	s^(-1)
3.6.1.6	R492G	Toxoplasma gondii	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N	ADP		270.0	s^(-1)
3.6.1.6	E493G	Toxoplasma gondii	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N	ADP		340.0	s^(-1)
3.6.1.6	wildtype	Staphylococcus aureus	C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)O)O)O	UDP		6.281	s^(-1)
3.6.1.6	wildtype	Staphylococcus aureus	C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N=C(NC2=O)N	GDP		3.5	s^(-1)
3.6.1.6	wildtype	Staphylococcus aureus	C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)O)O)O	CDP		2.518	s^(-1)
4.2.3.3	G56S	Thermus sp.	C(C(=O)COP(=O)(O)O)O	glycerone phosphate		9e-05	s^(-1)
4.2.3.3	G56A	Thermus sp.	C(C(=O)COP(=O)(O)O)O	glycerone phosphate		5e-05	s^(-1)
4.2.3.3	R97E	Thermus sp.	C(C(=O)COP(=O)(O)O)O	glycerone phosphate		0.0003	s^(-1)
4.2.3.3	R97K	Thermus sp.	C(C(=O)COP(=O)(O)O)O	glycerone phosphate		0.3	s^(-1)
4.2.3.3	V101I	Thermus sp.	C(C(=O)COP(=O)(O)O)O	glycerone phosphate		0.52	s^(-1)
4.2.3.3	V101S	Thermus sp.	C(C(=O)COP(=O)(O)O)O	glycerone phosphate		0.86	s^(-1)
4.2.3.3	D10N	Thermus sp.	C(C(=O)COP(=O)(O)O)O	glycerone phosphate		0.544	s^(-1)
4.2.3.3	S55K	Thermus sp.	C(C(=O)COP(=O)(O)O)O	glycerone phosphate		12.0	s^(-1)
4.2.3.3	wildtype	Escherichia coli	C(C(=O)COP(=O)(O)O)O	glycerone phosphate		8.4	s^(-1)
4.2.3.3	S55D	Thermus sp.	C(C(=O)COP(=O)(O)O)O	glycerone phosphate		110.0	s^(-1)
4.2.3.3	wildtype	Thermus sp.	C(C(=O)COP(=O)(O)O)O	glycerone phosphate		653.0	s^(-1)
4.2.3.3	V101A	Thermus sp.	C(C(=O)COP(=O)(O)O)O	glycerone phosphate		330.0	s^(-1)
4.2.3.3	R8Q	Thermus sp. GH5	C(C(=O)COP(=O)(O)O)O	glycerone phosphate		9.8	s^(-1)
4.2.3.3	R80I	Thermus sp. GH5	C(C(=O)COP(=O)(O)O)O	glycerone phosphate		12.5	s^(-1)
4.2.3.3	D100N	Thermus sp. GH5	C(C(=O)COP(=O)(O)O)O	glycerone phosphate		30.0	s^(-1)
4.2.3.3	R80K	Thermus sp. GH5	C(C(=O)COP(=O)(O)O)O	glycerone phosphate		42.0	s^(-1)
4.2.3.3	D100V	Thermus sp. GH5	C(C(=O)COP(=O)(O)O)O	glycerone phosphate		43.0	s^(-1)
4.2.3.3	wildtype	Thermus sp. GH5	C(C(=O)COP(=O)(O)O)O	glycerone phosphate		272.0	s^(-1)
4.2.3.3	D100R/R80D	Thermus sp. GH5	C(C(=O)COP(=O)(O)O)O	glycerone phosphate		324.0	s^(-1)
1.11.1.14	N246A	Rhodococcus jostii	OO	H2O2		850.0	s^(-1)
1.11.1.14	H2O/N246A	Rhodococcus jostii	COC1=C(C(=CC=C1)OC)O	2,6-dimethoxyphenol		0.29	s^(-1)
1.11.1.14	wildtype	Agaricus bisporus	COC1=C(C=C(C=C1)CO)OC	veratryl alcohol		0.39	s^(-1)
1.11.1.14	wildtype	Phanerodontia chrysosporium	COC1=C(C=C(C=C1)CO)OC	veratryl alcohol		3.88	s^(-1)
1.11.1.14	wildtype	Trametes sanguinea	COC1=C(C=C(C=C1)CO)OC	veratryl alcohol		35.0	s^(-1)
1.11.1.14	H2O/N246A	Rhodococcus jostii	CCN1C2=C(C=C(C=C2)S(=O)(=O)O)SC1=NN=C3N(C4=C(S3)C=C(C=C4)S(=O)(=O)O)CC	2,2'-azino-bis(3-ethylbenzothiazoline-6-sulfonic acid)		0.99	s^(-1)
1.11.1.14	wildtype	Streptomyces griseosporeus	C1=CC(=C(C=C1Cl)Cl)O	2,4-Dichlorophenol		0.57	s^(-1)
1.11.1.14	wildtype	Streptomyces griseosporeus	COC1=C(C=CC(=C1)C2=CC(=C(C=C2)N)OC)N	o-Dianisidine		2.53	s^(-1)
1.11.1.14	H2O/N246A	Rhodococcus jostii	[Mn+2]	Mn(II)		6.9	s^(-1)
3.5.1.114	wildtype	Mus musculus	CC(=O)NC(CC1=CC=C(C=C1)O)C(=O)O	N-acetyl-L-tyrosine		7.6	s^(-1)
3.5.1.114	wildtype	Mus musculus	CC(=O)NC(CSC(=CCl)Cl)C(=O)O	N-acetyl-S-(1,2-dichlorovinyl)-L-cysteine		1.93	s^(-1)
1.1.1.11	wildtype	Gluconobacter oxydans	C(C(C(C(CO)O)O)O)O	xylitol		194.7	s^(-1)
1.1.1.11	wildtype	Gluconobacter oxydans	C(C(C(C(C(CO)O)O)O)O)O	fibrinogen		0.45	s^(-1)
1.8.5.3	C176D	Escherichia coli	CS(=O)C	Dimethylsulfoxide		0.816	s^(-1)
1.8.5.3	Y114A	Cereibacter sphaeroides	CS(=O)C	Dimethylsulfoxide		170.0	s^(-1)
1.8.5.3	W116F	Rhodobacter capsulatus	CS(=O)C	Dimethylsulfoxide		300.0	s^(-1)
1.8.5.3	wildtype	Escherichia coli	CS(=O)C	Dimethylsulfoxide		455.0	s^(-1)
1.8.5.3	Y114F	Cereibacter sphaeroides	CS(=O)C	Dimethylsulfoxide		1000.0	s^(-1)
1.8.5.3	wildtype	Rhodobacter capsulatus	CS(=O)C	Dimethylsulfoxide		4400.0	s^(-1)
1.8.5.3	wildtype	Cereibacter sphaeroides	CS(=O)C	Dimethylsulfoxide		17500.0	s^(-1)
1.8.5.3	wildtype	Cereibacter sphaeroides	C[N+](C)(C)[O-]	Trimethylamine N-oxide		34.0	s^(-1)
1.8.5.3	Y114F	Cereibacter sphaeroides	C[N+](C)(C)[O-]	Trimethylamine N-oxide		49.0	s^(-1)
1.8.5.3	wildtype	Escherichia coli	C[N+](C)(C)[O-]	Trimethylamine N-oxide		59.0	s^(-1)
1.8.5.3	Y114A	Cereibacter sphaeroides	C[N+](C)(C)[O-]	Trimethylamine N-oxide		830.0	s^(-1)
1.8.5.3	R217Q	Escherichia coli	C1=CC=[N+](C=C1)[O-]	Pyridine N-oxide		33.0	s^(-1)
1.8.5.3	R149C	Escherichia coli	C1=CC=[N+](C=C1)[O-]	Pyridine N-oxide		810.0	s^(-1)
1.8.5.3	W357F	Escherichia coli	C1=CC=[N+](C=C1)[O-]	Pyridine N-oxide		850.0	s^(-1)
1.8.5.3	M147L	Escherichia coli	C1=CC=[N+](C=C1)[O-]	Pyridine N-oxide		1000.0	s^(-1)
1.8.5.3	M147I	Escherichia coli	C1=CC=[N+](C=C1)[O-]	Pyridine N-oxide		1100.0	s^(-1)
1.8.5.3	Q179I	Escherichia coli	C1=CC=[N+](C=C1)[O-]	Pyridine N-oxide		1100.0	s^(-1)
1.8.5.3	W357C	Escherichia coli	C1=CC=[N+](C=C1)[O-]	Pyridine N-oxide		1100.0	s^(-1)
1.8.5.3	G190D	Escherichia coli	C1=CC=[N+](C=C1)[O-]	Pyridine N-oxide		1200.0	s^(-1)
1.8.5.3	W357Y	Escherichia coli	C1=CC=[N+](C=C1)[O-]	Pyridine N-oxide		1200.0	s^(-1)
1.8.5.3	G167N	Escherichia coli	C1=CC=[N+](C=C1)[O-]	Pyridine N-oxide		1300.0	s^(-1)
1.8.5.3	wildtype	Escherichia coli	C1=CC=[N+](C=C1)[O-]	Pyridine N-oxide		2580.0	s^(-1)
1.8.5.3	G190V	Escherichia coli	C1=CC=[N+](C=C1)[O-]	Pyridine N-oxide		2100.0	s^(-1)
1.8.5.3	W191G	Escherichia coli	C1=CC=[N+](C=C1)[O-]	Pyridine N-oxide		2100.0	s^(-1)
1.8.5.3	A181T	Escherichia coli	C1=CC=[N+](C=C1)[O-]	Pyridine N-oxide		4000.0	s^(-1)
1.8.5.3	T148S	Escherichia coli	C1=CC=[N+](C=C1)[O-]	Pyridine N-oxide		4000.0	s^(-1)
1.8.5.3	A178Q	Escherichia coli	C1=CC=[N+](C=C1)[O-]	Pyridine N-oxide		10000.0	s^(-1)
1.8.5.3	Y114A	Cereibacter sphaeroides	CS(=O)CCC(C(=O)O)N	L-methionine sulfoxide		5.8	s^(-1)
1.8.5.3	Y114F	Cereibacter sphaeroides	CS(=O)CCC(C(=O)O)N	L-methionine sulfoxide		9.5	s^(-1)
1.8.5.3	wildtype	Cereibacter sphaeroides	CS(=O)CCC(C(=O)O)N	L-methionine sulfoxide		180.0	s^(-1)
1.8.5.3	wildtype	Escherichia coli	CS(=O)CCC(C(=O)O)N	L-methionine sulfoxide		663.0	s^(-1)
1.8.5.3	W116F	Rhodobacter capsulatus	C[N+](C)(C)[O-]	Trimethylamine N-oxide		100.0	s^(-1)
1.8.5.3	wildtype	Rhodobacter capsulatus	C[N+](C)(C)[O-]	Trimethylamine N-oxide		700.0	s^(-1)
1.8.5.3	wildtype	Escherichia coli	C[N+]1(CCOCC1)[O-]	4-methylmorpholine N-oxide		52.0	s^(-1)
1.8.5.3	wildtype	Escherichia coli	C1CCS(=O)C1	tetrahydrothiophene oxide		2080.0	s^(-1)
1.8.5.3	wildtype	Escherichia coli	C1=CC=[N+](C(=C1)Cl)[O-]	2-chloropyridine N-oxide		7130.0	s^(-1)
1.8.5.3	wildtype	Escherichia coli	C1=C[N+](=CC=C1Cl)[O-]	4-chloropyridine N-oxide		413.0	s^(-1)
1.8.5.3	wildtype	Escherichia coli	C1=CC(=C[N+](=C1)[O-])O	3-hydroxypyridine N-oxide		135.0	s^(-1)
1.8.5.3	wildtype	Escherichia coli	CC1=C[N+](=CC=C1)[O-]	3-methylpyridine N-oxide		2600.0	s^(-1)
1.8.5.3	wildtype	Escherichia coli	CC1=CC=CC=[N+]1[O-]	2-methylpyridine N-oxide		2690.0	s^(-1)
1.8.5.3	wildtype	Escherichia coli	C1=CC(=C[N+](=C1)[O-])CO	3-hydroxymethylpyridine N-oxide		2280.0	s^(-1)
1.8.5.3	wildtype	Escherichia coli	C1=CC=C(C=C1)C2=CC=[N+](C=C2)[O-]	4-phenylpyridine N-oxide		1205.0	s^(-1)
